DEÜ der
BDJNK/GRUP/BDE Gruppe
GRU+P/BDE Gruppe
GRUP/BDE Gruppe
ÄOF/FE+ND/LI/SHJEN öffentlichen
ÄOF/FEND/LI/SJEN öffentlichen
ÄOF/FND/LIKʃn öffentlichen
SE+D/SHMEN setzen
SED/+Sn setzen
SED/SHMEN setzen
HAIN/AUS hinaus
BDJNK/GE/MEIN/DE Gemeinde
BDJNK/GMEIN/DE Gemeinde
GE/MEIN/DE Gemeinde
GMEIN/DE Gemeinde
DJA+D/SÄKʃ/LIKʃ tatsächlich
DJAD/SÄKʃ/LIKʃ tatsächlich
BDJNK/SDU/D~I Studie
SDU/D~I Studie
BDJNK/GE/SEL/L/SJAFD Gesellschaft
BDJNK/GE/SEL/SJAFD Gesellschaft
GE/SEL/L/SJAFD Gesellschaft
GE/SEL/SJAFD Gesellschaft
BDJNK/MU+D/DJEÜ Mutter
BDJNK/MUD/DJEÜ Mutter
MU+D/DJEÜ Mutter
MUD/DJEÜ Mutter
MAKʃ/DJE machte
JUN/GE junge
JE/WEILS jeweils
NU+D/SHMEN nutzen
NUD/+Sn nutzen
NUD/SHMEN nutzen
BRAUKʃD braucht
BDJNK/SHMEI/DJU+N Zeitung
SHMEI/DJU+N Zeitung
BFILD spielt
HAN/DELD handelt
BDJON/DJE betonte
BE/DJON/DJE betonte
AL/DJE alte
GE/FUN/DEN gefunden
GFUN/DEN gefunden
GFUN/DN gefunden
GDÜNF/DJIK künftig
BDJNK/SIKʃD Sicht
BDJROF/FEN betroffen
BDJROFn betroffen
BE/DJROF/FEN betroffen
BDE/DJEÜ Peter
BDJNK/BDE/DJEÜ Peter
AL/LEIN allein
BDJNK/WAS/SEÜ Wasser
WAS/SEÜ Wasser
EÜSD/MALS erstmals
BDJNK/NA/MEN Namen
BDJNK/NAMn Namen
NA/MEN Namen
NAMn Namen
BRI+ND bringt
BDJNK/MEÜ/GDEL Merkel
MEÜ/GDEL Merkel
WELD/WEID weltweit
LAÜK lag
BDJNK/DO/NALD Donald
DO/NALD Donald
NAKʃ/DEM nachdem
BDJNK/LAND/GDREIS Landkreis
LAND/GDREIS Landkreis
NÄKS/DJE nächste
NÄKs/DJE nächste
GEÜ/NE gerne
BDJNK/MAÜKD Markt
BDJNK/SI/SHJEÜ/HEI+D Sicherheit
BDJNK/SI/SJEÜ/HEID Sicherheit
SI/SHJEÜ/HEI+D Sicherheit
SI/SJEÜ/HEID Sicherheit
NÜM/D/BDA dpa
FEÜ/LAS/SEN verlassen
FLAS/SEN verlassen
FLASn verlassen
FWEÜ/LAS/SEN verlassen
BDJNK/SHJAN/SHJE Chance
BDJNK/SJAN/SJE Chance
BDJNK/SJANSs Chance
SHJAN/SHJE Chance
SJAN/SJE Chance
SJANSs Chance
BDJNK/SIK Sieg
SIK Sieg
MÜS/DJEN müssten
MÜS/DJN müssten
MÜSs/DJEN müssten
BDJNK/BUND Bund
SJL~I+S/LIKʃ schließlich
SL~I+S/LIKʃ schließlich
SL~IS/LIKʃ schließlich
MI+D/DJEIL/DJE mitteilte
MID/DJEIL/DJE mitteilte
AL/DJEN alten
AL/DJN alten
BDJNK/HAND Hand
HAND Hand
EÜ/REIKʃD erreicht
DA/RUM darum
GU/DJEN guten
GU/DJN guten
BDJNK/RAUM Raum
RAUM Raum
GE/SAÜKD gesagt
BDJNK/DJÄ/DJEÜ Täter
DJÄ/DJEÜ Täter
FEÜ/LO/REN verloren
FLOn verloren
FWEÜ/LO/REN verloren
BDJNK/BDO/LI/SHMIS/DJEN Polizisten
BDJNK/BDO/LI/SHMIS/DJN Polizisten
BDO/LI/SHMIS/DJEN Polizisten
BDO/LI/SHMIS/DJN Polizisten
SJAF/FEN schaffen
SJAFn schaffen
BDJNK/FRAN/GDEN Franken
BDJNK/FRAN/Kn Franken
FRAN/GDEN Franken
FRAN/Kn Franken
LE/BEN leben
LEPn leben
BDJNK/NEF New
NEF New
E/BEN/SO ebenso
EPn/SO ebenso
BDJNK/EÜ/FOLK Erfolg
EÜ/FOLK Erfolg
NEU/ES neues
GDA/MEN kamen
GDAMn kamen
A/BEND Abend
A/BND Abend
BDJNK/A/BEND Abend
BDJNK/A/BND Abend
BDJNK/GDON/DJAKD Kontakt
GDON/DJAKD Kontakt
BDJNK/GDIN/DEÜN Kindern
GDIN/DEÜN Kindern
DJRA/GEN tragen
DJRAÜKn tragen
LE+S/DJE letzte
GDOM/BDLE+D komplett
GDOM/BDLED komplett
BDJNK/GDIND Kind
GDIND Kind
DA/NAKʃ danach
BDEÜ/SON Person
BDJNK/BDEÜ/SON Person
BDJNK/SDAÜ+D Start
BDJNK/SDAÜD Start
MEÜ/RE/REN mehreren
MEÜ/REn mehreren
BDJNK/EKS/BDEÜ/DJEN Experten
BDJNK/EKS/BDEÜ/DJN Experten
EKS/BDEÜ/DJEN Experten
EKS/BDEÜ/DJN Experten
BDJNK/SHJRIS/DJI/AN Christian
BDJNK/SJRIS/DJAN Christian
BDJNK/SJRIS/DJI/AN Christian
SHJRIS/DJI/AN Christian
SJRIS/DJAN Christian
SJRIS/DJI/AN Christian
BDJNK/IN/DJEÜ/FIF Interview
BDJNK/IN/DJEÜ/FW~IF Interview
IN/DJEÜ/FIF Interview
IN/DJEÜ/FW~IF Interview
GE/N~UK genug
GN~UK genug
BDJNK/BFRE/SHJEÜ Sprecher
BDJNK/BFRE/SJEÜ Sprecher
BFRE/SHJEÜ Sprecher
BFRE/SJEÜ Sprecher
SJRIP schrieb
SJR~IP schrieb
SRIP schrieb
BDJNK/U/NI/ON Union
U/NI/ON Union
BDJNK/FAÜ/REÜ Fahrer
FAÜ/REÜ Fahrer
HAIN/GE/GEN hingegen
HAIN/GKn hingegen
BDJNK/BA+N Bank
DEM/NAKʃ demnach
BDJNK/GE/BFRÄKʃ Gespräch
GE/BFRÄKʃ Gespräch
DJREF/FEN treffen
DJREFn treffen
HO/HEN hohen
HO/HN hohen
WA/RUM warum
BDN/SJI/DEN entschieden
BDN/SJI/DN entschieden
E+ND/SJ~I/DEN entschieden
END/SJI/DEN entschieden
FEÜ/SUKʃD versucht
BDJNK/LAN/DES Landes
LAN/DES Landes
SDEL/DJE stellte
BDEU/DJED bedeutet
BE/DEU/DJE+D bedeutet
BE/DEU/DJED bedeutet
BDJNK/I/DJA/LI/EN Italien
BDJNK/I/DJA/LIn Italien
I/DJA/LI/EN Italien
I/DJA/LIn Italien
WOL/LE wolle
BE/RIKʃ/DJE/DJE berichtete
BRIKʃ/DJE/DJE berichtete
NÄM/LIKʃ nämlich
BDJNK/LI/GA Liga
LI/GA Liga
LÄN/GEÜ länger
BRAU/SHJEN brauchen
BRAU/SJEN brauchen
BRAUKʃn brauchen
DJRO+S/DEM trotzdem
END/LIKʃ endlich
ND/LIKʃ endlich
SJREI+PD schreibt
SREI+PD schreibt
BDJNK/BE/SU/SHJEÜ Besucher
BDJNK/BE/SU/SJEÜ Besucher
BE/SU/SHJEÜ Besucher
BE/SU/SJEÜ Besucher
FÄLD fällt
JE/DE jede
BDJNK/SHMU/SAM/MEN/HA+N Zusammenhang
BDJNK/SHMU/SAMn/HA+N Zusammenhang
SHMU/SAM/MEN/HA+N Zusammenhang
SHMU/SAMn/HA+N Zusammenhang
FWÄOL/LIK völlig
FÄOL/LIK völlig
DEN/NOKʃ dennoch
DN/NOKʃ dennoch
BDJNK/F~OM Form
BDJNK/FI/DEO Video
BDJNK/FWI/DEO Video
FI/DEO Video
FWI/DEO Video
GE/SE/HEN gesehen
GSs/HN gesehen
BDJNK/GE/FAÜ Gefahr
BDJNK/GFAÜ Gefahr
GE/FAÜ Gefahr
GFAÜ Gefahr
AN/GE/BO+D Angebot
AN/GE/BOD Angebot
BDJNK/AN/GE/BO+D Angebot
BDJNK/AN/GE/BOD Angebot
DA/RUN/DJEÜ darunter
WE/NI/GE wenige
F~O/DEÜ+D fordert
F~O/DEÜD fordert
O/BEN oben
OPn oben
UN/SEÜ unser
BDJNK/HÄLF/DJE Hälfte
HÄLF/DJE Hälfte
SHMEIK/DJE zeigte
BE/REI+D bereit
BE/REID bereit
BLIP blieb
BL~IP blieb
BAM/DJEN Beamten
BAM/DJN Beamten
BDJNK/BAM/DJEN Beamten
BDJNK/BAM/DJN Beamten
BDJNK/BE/AM/DJEN Beamten
BE/AM/DJEN Beamten
NEUN neun
BDJNK/W~O/NU+N Wohnung
W~O/NU+N Wohnung
GE/HE gehe
GHE gehe
BDJNK/GE/RIKʃD Gericht
BDJNK/GRIKʃD Gericht
GE/RIKʃD Gericht
GRIKʃD Gericht
BDJNK/FA/DJEÜ Vater
BDJNK/FWA/DJEÜ Vater
FA/DJEÜ Vater
FWA/DJEÜ Vater
GE/NOM/MEN genommen
GNOM/MEN genommen
GNOMn genommen
BDJNK/DJI/DJEL Titel
DJI/DJEL Titel
L~I+S ließ
L~IS ließ
GE/HÄO/REN gehören
GHÄO/REN gehören
GHÄOn gehören
BE/SDÄ/DJIKD bestätigt
BDJNK/IN/DJEÜ/NE+D Internet
BDJNK/IN/DJEÜ/NED Internet
IN/DJEÜ/NE+D Internet
IN/DJEÜ/NED Internet
AU/SEÜ/DEM außerdem
BFRAKʃ sprach
BDJNK/SHMU/SJAU/EÜ Zuschauer
SHMU/SJAU/EÜ Zuschauer
BDJNK/UN/FAL Unfall
BDJNK/UN/FAL/L Unfall
UN/FAL Unfall
UN/FAL/L Unfall
BDJNK/GDO+PF Kopf
BDJNK/GDOPF Kopf
GDO+PF Kopf
GDOPF Kopf
FAÜ/REN fahren
FAÜn fahren
BDJNK/FI+ Film
FI+ Film
NEU/EÜ neuer
BE/GDOMD bekommt
BDJNK/GDÄOLN Köln
GDÄOLN Köln
BDJNK/MAÜ/GDUS Markus
MAÜ/GDUS Markus
EÜ/REI/SHJEN erreichen
EÜ/REI/SJEN erreichen
EÜ/REIKʃn erreichen
BDJNK/SDA/A/DJEN Staaten
BDJNK/SDAÜ/DJEN Staaten
BDJNK/SDAÜ/DJN Staaten
SDA/A/DJEN Staaten
BDJNK/MO/ME+ND Moment
BDJNK/MO/MEND Moment
BDJNK/MO/MND Moment
MO/ME+ND Moment
MO/MEND Moment
MO/MND Moment
BDJNK/FRÄ+N/F~UD Frankfurt
FRÄ+N/F~UD Frankfurt
BDJNK/SHMEID/BDU+ND Zeitpunkt
SHMEID/BDU+ND Zeitpunkt
GE/MEL/DE+D gemeldet
GE/MEL/DED gemeldet
GMEL/DED gemeldet
BAL Ball
BAL/L Ball
BDJNK/BAL Ball
BDJNK/BAL/L Ball
EÜ/SHMÄÜLD erzählt
BDJNK/HEÜPSD Herbst
HEÜPSD Herbst
AK/DJU/EL/LE aktuelle
LI+NS links
BDJOND betont
BE/DJO+ND betont
BE/DJOND betont
JE/DEM jedem
SO/W~OL sowohl
AU/DJOS Autos
BDJNK/AU/DJOS Autos
BDJNK/MO/NA+D Monat
BDJNK/MO/NAD Monat
MO/NA+D Monat
MO/NAD Monat
BE/FW~O bevor
BE/F~O bevor
BF~O bevor
BDJNK/SDAÜs/AN/WALD/SJAFD Staatsanwaltschaft
SDAÜs/AN/WALD/SJAFD Staatsanwaltschaft
BDJNK/DJOD Tod
BDJNK/FRÄ+N/REIKʃ Frankreich
FRÄ+N/REIKʃ Frankreich
GRÄO+S/DJEN größten
GRÄO+S/DJN größten
GRÄOS/DJN größten
BDJNK/GDOL/LE/GEN Kollegen
BDJNK/GDOL/LEÜKn Kollegen
GDOL/LE/GEN Kollegen
GDOL/LEÜKn Kollegen
FEÜ/HAIN/DEÜN verhindern
FWEÜ/HAIN/DEÜN verhindern
BFRE/SHJEN sprechen
BFRE/SJEN sprechen
BFREKʃn sprechen
BDJNK/EÜ/MI+D/LUN/GEN Ermittlungen
BDJNK/EÜ/MID/LU+Nn Ermittlungen
BDJNK/EÜ/MID/LUN/GEN Ermittlungen
EÜ/MI+D/LUN/GEN Ermittlungen
EÜ/MID/LU+Nn Ermittlungen
EÜ/MID/LUN/GEN Ermittlungen
BAD Bad
BDJNK/BAD Bad
GAN/+Sn ganzen
GAN/SHMEN ganzen
BDJNK/I/DE/E Idee
BDJNK/I/DEs Idee
I/DE/E Idee
I/DEs Idee
UN/DJEÜ/SDÜ+D/SHMEN unterstützen
UN/DJEÜ/SDÜD/+Sn unterstützen
UN/DJEÜ/SDÜD/SHMEN unterstützen
AN/GE/SIKʃs angesichts
BDJNK/GE/SUND/HEI+D Gesundheit
BDJNK/GE/SUND/HEID Gesundheit
GE/SUND/HEI+D Gesundheit
GE/SUND/HEID Gesundheit
BDJNK/LÄO/SU+N Lösung
LÄO/SU+N Lösung
BDJNK/DJ~O Tor
DJ~O Tor
BDJNK/DJESs Tests
DJESs Tests
BDN/WI/GDELD entwickelt
END/WI/GDELD entwickelt
BE/SDEÜ+D besteht
BE/SDEÜD besteht
AUS/W~I/GDU+Nn Auswirkungen
AUS/W~I/GDUN/GEN Auswirkungen
BDJNK/AUS/W~I/GDU+Nn Auswirkungen
BDJNK/AUS/W~I/GDUN/GEN Auswirkungen
WE/NI/GEN wenigen
WE/NIKn wenigen
FW~O/BEI vorbei
F~O/BEI vorbei
GE/SHMEIKD gezeigt
BDJNK/SJU+S Schutz
SJU+S Schutz
GDJROF/FEN getroffen
GDJROFn getroffen
GE/DJROF/FEN getroffen
BDJNK/NEU/IN/FEK/DJI/O/NEN Neuinfektionen
BDJNK/NEU/IN/FEK/DJO/NEN Neuinfektionen
BDJNK/NEU/IN/FEK/DJONn Neuinfektionen
NEU/IN/FEK/DJI/O/NEN Neuinfektionen
NEU/IN/FEK/DJO/NEN Neuinfektionen
NEU/IN/FEK/DJONn Neuinfektionen
DRI+D/DJEN dritten
DRID/DJEN dritten
DRID/DJN dritten
AN/GE/GDÜN/DIKD angekündigt
BDJNK/RUS/LAND Russland
BDJNK/RUSs/LAND Russland
RUS/LAND Russland
RUSs/LAND Russland
DJRIFD trifft
JU+Nn jungen
JUN/GEN jungen
LAU/FEN laufen
LAUFn laufen
NI/MAND niemand
N~I/MAND niemand
BDJNK/L~IK League
L~IK League
BDJNK/BF~O+D Sport
BDJNK/BF~OD Sport
BF~O+D Sport
BF~OD Sport
BI/DJEN bieten
BI/DJN bieten
B~I/DJEN bieten
FEÜ/ÄOF/FEND/LIKʃD veröffentlicht
FÄOF/FEND/LIKʃD veröffentlicht
FÄOF/FND/LIKʃD veröffentlicht
UN/DJEÜ/SDÜ+SD unterstützt
BDJNK/BDRO/GRAM Programm
BDRO/GRAM Programm
BDJNK/MI+D/GL~I/DEÜ Mitglieder
BDJNK/MID/GLI/DEÜ Mitglieder
MI+D/GL~I/DEÜ Mitglieder
MID/GLI/DEÜ Mitglieder
BDJNK/FAN/SDAL/DJU+Nn Veranstaltungen
BDJNK/FAN/SDAL/DJUN/GEN Veranstaltungen
BDJNK/FEÜ/AN/SDAL/DJUN/GEN Veranstaltungen
BDJNK/FWEÜ/AN/SDAL/DJUN/GEN Veranstaltungen
FAN/SDAL/DJU+Nn Veranstaltungen
FAN/SDAL/DJUN/GEN Veranstaltungen
FEÜ/AN/SDAL/DJUN/GEN Veranstaltungen
FWEÜ/AN/SDAL/DJUN/GEN Veranstaltungen
HO/HE hohe
FAND fand
BDJNK/IN/FEK/DJI/O/NEN Infektionen
BDJNK/IN/FEK/DJO/NEN Infektionen
BDJNK/IN/FEK/DJONn Infektionen
IN/FEK/DJI/O/NEN Infektionen
IN/FEK/DJO/NEN Infektionen
IN/FEK/DJONn Infektionen
SHMI/HEN ziehen
SHMI/HN ziehen
SHM~I/HEN ziehen
S~O/GEN sorgen
S~OKn sorgen
AUF/GE/NOM/MEN aufgenommen
AUF/GNOM/MEN aufgenommen
AUF/GNOMn aufgenommen
FEÜ/SJI/DEN/EN verschiedenen
FEÜ/SJI/DNn verschiedenen
FWEÜ/SJ~I/DEN/EN verschiedenen
BDJNK/F~I/MA Firma
F~I/MA Firma
SHWÄOLF zwölf
FREI frei
IN/FI/SHM~I+D infiziert
IN/FI/SHM~ID infiziert
LE/DIK/LIKʃ lediglich
SOL/LE solle
BDA+/S~I+D passiert
BDA+/S~ID passiert
BDJNK/FA/MI/LI/EN Familien
BDJNK/FA/MLI/EN Familien
BDJNK/FA/MLIn Familien
FA/MI/LI/EN Familien
FA/MLI/EN Familien
FA/MLIn Familien
ÄOF/NEN öffnen
ÄOF/Nn öffnen
SHMAÜL/REI/SHJE zahlreiche
SHMAÜL/REI/SJE zahlreiche
UN/SE/REN unseren
UNSs/n unseren
AN/DRE/AS Andreas
BDJNK/AN/DRE/AS Andreas
GE/F~Ü+D geführt
GE/F~ÜD geführt
GF~ÜD geführt
FRÜ/HEÜ früher
D~U+Kʃ/AUS durchaus
D~UKʃ/AUS durchaus
MÄOK/LIKSD möglichst
SWE/REN schweren
SWEn schweren
BDJNK/MÜL/LEÜ Müller
MÜL/LEÜ Müller
BDJNK/SHMU/SAM/MEN/AÜ/BEI+D Zusammenarbeit
BDJNK/SHMU/SAM/MEN/AÜ/BEID Zusammenarbeit
BDJNK/SHMU/SAMn/AÜ/BEID Zusammenarbeit
SHMU/SAM/MEN/AÜ/BEI+D Zusammenarbeit
SHMU/SAM/MEN/AÜ/BEID Zusammenarbeit
SHMU/SAMn/AÜ/BEID Zusammenarbeit
BDJNK/GDON/DJROL/LE Kontrolle
BDJNK/GDOND/ROL/LE Kontrolle
GDON/DJROL/LE Kontrolle
GDOND/ROL/LE Kontrolle
REKʃD recht
BDJNK/MAÜ/DJIN Martin
MAÜ/DJIN Martin
WOL/DJEN wollten
WOL/DJN wollten
MEIN mein
BDN/SJEI/DEN entscheiden
BDN/SJEI/DN entscheiden
E+ND/SJEI/DEN entscheiden
END/SJEI/DEN entscheiden
BDJNK/MI/NIS/DJEÜ/BDRÄ/SI/DE+ND Ministerpräsident
BDJNK/MI/NIS/DJEÜ/BDRÄ/SI/DEND Ministerpräsident
BDJNK/MNIS/DJEÜ/BDRÄ/SI/DEND Ministerpräsident
BDJNK/MNIS/DJEÜ/BDRÄ/SI/DND Ministerpräsident
MI/NIS/DJEÜ/BDRÄ/SI/DE+ND Ministerpräsident
MI/NIS/DJEÜ/BDRÄ/SI/DEND Ministerpräsident
MNIS/DJEÜ/BDRÄ/SI/DEND Ministerpräsident
MNIS/DJEÜ/BDRÄ/SI/DND Ministerpräsident
BDJNK/SDA/A+D Staat
SDA/A+D Staat
SDAÜD Staat
EÜ/LAU+PD erlaubt
WIKʃ/DJI/GE wichtige
BDJNK/AMD Amt
BDJNK/DJ~IMS Teams
DJ~IMS Teams
BDJNK/GDI/LO/ME/DJEÜ Kilometer
GDI/LO/ME/DJEÜ Kilometer
INS/BE/SON/DE/RE insbesondere
INS/BE/SON/DRE insbesondere
BDJNK/DJOKʃ/DJEÜ Tochter
DJOKʃ/DJEÜ Tochter
FOL voll
FOL/L voll
FWOL/L voll
WÄ/REN wären
WÄn wären
BDJNK/EÜ/GEP/NIS/SE Ergebnisse
BDJNK/EÜ/GEP/NIS/Ss Ergebnisse
EÜ/GEP/NIS/SE Ergebnisse
EÜ/GEP/NIS/Ss Ergebnisse
ALD alt
DJEIL/WEI/SE teilweise
DJEIL/WEISs teilweise
NÜM/AFD AfD
BDJNK/GE/BÄU/DE Gebäude
GE/BÄU/DE Gebäude
BDJNK/BE/RIKʃD Bericht
BDJNK/BRIKʃD Bericht
MEI/NEÜ meiner
JE/DES jedes
FW~O/EÜSD vorerst
F~O/EÜSD vorerst
BDJNK/BO/DEN Boden
BDJNK/BO/DN Boden
BO/DEN Boden
BO/DN Boden
BDJNK/WI/NEÜ Wiener
BDJNK/W~I/NEÜ Wiener
WI/NEÜ Wiener
W~I/NEÜ Wiener
EUKʃ euch
BDO/LI/DJI/SJEN politischen
BDO/LI/DJʃn politischen
SDEIKD steigt
GRÄO+S/DJE größte
GRÄOS/DJE größte
WEK weg
BDJNK/S~ON Sohn
S~ON Sohn
GR~O/SEÜ großer
SO/SHMA/LEN sozialen
SO/SHMALn sozialen
SO/SHMI/A/LEN sozialen
AP/GE/SAÜKD abgesagt
BDJNK/BE/W~O/NEÜ Bewohner
BDJNK/BW~O/NEÜ Bewohner
BE/W~O/NEÜ Bewohner
BW~O/NEÜ Bewohner
OP/W~OL obwohl
BDJNK/HAM/B~UK Hamburg
HAM/B~UK Hamburg
BDJNK/HAIN/DJEÜ/GRUND Hintergrund
HAIN/DJEÜ/GRUND Hintergrund
GE/WIN/NEN gewinnen
GWIN/NEN gewinnen
GWINn gewinnen
BDJNK/D~O+D/MUND Dortmund
BDJNK/D~OD/MUND Dortmund
D~O+D/MUND Dortmund
D~OD/MUND Dortmund
BDJNK/BUN/DES/LI/GA Bundesliga
BUN/DES/LI/GA Bundesliga
BE/GIND beginnt
BDJNK/F~U+S/BAL Fußball
BDJNK/F~U+S/BAL/L Fußball
BDJNK/F~US/BAL Fußball
F~U+S/BAL Fußball
F~U+S/BAL/L Fußball
F~US/BAL Fußball
SHM~I+D zieht
GE/ÄOF/FNE+D geöffnet
GE/ÄOF/FNED geöffnet
GÄOF/FNED geöffnet
BDJNK/HOF/NU+N Hoffnung
HOF/NU+N Hoffnung
BDJNK/GDWAÜ/DJAL Quartal
GDWAÜ/DJAL Quartal
AÜ/BEI/DJE+D arbeitet
AÜ/BEI/DJED arbeitet
AK/DJI/ON Aktion
AK/DJON Aktion
BDJNK/AK/DJI/ON Aktion
BDJNK/AK/DJON Aktion
BDJNK/SA/SHJE Sache
BDJNK/SA/SJE Sache
SA/SHJE Sache
SA/SJE Sache
SOL/SHJEN solchen
SOL/SJEN solchen
SOLKʃn solchen
BDAÜ/DJ~I Partie
BDJNK/BDAÜ/DJI Partie
BDJNK/BDAÜ/DJ~I Partie
BDJNK/GRAD Grad
GRAD Grad
BDJNK/SE/RI Serie
BDJNK/SE/R~I Serie
BDJNK/Ss/RI Serie
SE/RI Serie
SE/R~I Serie
Ss/RI Serie
DJÄÜK/LIKʃ täglich
WAÜ/DJN warten
A/LEKS/AN/DEÜ Alexander
BDJNK/A/LEKS/AN/DEÜ Alexander
BDJNK/MU/SIK Musik
BDJNK/GLÜK Glück
GLÜK Glück
GE/SAM/DJE gesamte
BE/SJLOS/SEN beschlossen
BE/SLOS/SEN beschlossen
BE/SLOSn beschlossen
BDJNK/MAS/GDEN Masken
BDJNK/MAS/Kn Masken
MAS/GDEN Masken
MAS/Kn Masken
BDJNK/FR~Ü/JAÜ Frühjahr
FR~Ü/JAÜ Frühjahr
BE/SDÄ/DJIK/DJE bestätigte
FAL/LEN fallen
FALn fallen
BIS/SJEN bisschen
BIS/SJN bisschen
BISs/SHJEN bisschen
SDEI/GEN steigen
SDEIKn steigen
GE/NU+SD genutzt
GNU+SD genutzt
EIN/SHMI/GE einzige
BDJNK/SEI/DJEN Seiten
BDJNK/SEI/DJN Seiten
SEI/DJEN Seiten
SEI/DJN Seiten
BDJNK/MEÜ/HEI+D Mehrheit
BDJNK/MEÜ/HEID Mehrheit
MEÜ/HEI+D Mehrheit
MEÜ/HEID Mehrheit
BDJNK/MAS/GDE Maske
MAS/GDE Maske
NAÜM nahm
BDJNK/MEI/NU+N Meinung
GE/SD~O/BEN gestorben
GE/SD~OPn gestorben
MEI/NU+N Meinung
AK/DJI Aktie
AK/DJ~I Aktie
BDJNK/AK/DJI Aktie
BDJNK/AK/DJ~I Aktie
BDJNK/BIL/DEÜ Bilder
BIL/DEÜ Bilder
BDJNK/LUFD Luft
LUFD Luft
BDJNK/SDÜK Stück
SDÜK Stück
NÜM/N/RF NRW
BDJNK/SDU+D/GAÜ+D Stuttgart
BDJNK/SDUD/GAÜD Stuttgart
SDU+D/GAÜ+D Stuttgart
SDUD/GAÜD Stuttgart
FREU/EN freuen
FREUn freuen
BDJNK/EIN/SJRÄN/GDUN/GEN Einschränkungen
BDJNK/EIN/SRÄN/GDU+Nn Einschränkungen
BDJNK/EIN/SRÄN/GDUN/GEN Einschränkungen
EIN/SJRÄN/GDUN/GEN Einschränkungen
EIN/SRÄN/GDU+Nn Einschränkungen
EIN/SRÄN/GDUN/GEN Einschränkungen
BDJNK/GE/WALD Gewalt
BDJNK/GWALD Gewalt
DA/D~U+Kʃ dadurch
DA/D~UKʃ dadurch
EU/RO/BDÄI/SJEN europäischen
EU/RO/BDÄIʃn europäischen
AN/DE/REÜ anderer
AN/DREÜ anderer
BDJNK/F~Ü/RU+N Führung
F~Ü/RU+N Führung
E/HE/MA/LI/GE ehemalige
BE/FIN/DE+D befindet
BE/FIN/DED befindet
BFIN/DED befindet
SO/MI+D somit
SO/MID somit
GLEIKʃ/SHMEI/DJIK gleichzeitig
SO/GE/NAN/DJEN sogenannten
SO/GNAN/DJEN sogenannten
SO/GNAN/DJN sogenannten
UN/GDLAÜ unklar
BDJNK/MI+D/DJEI/LU+N Mitteilung
BDJNK/MID/DJEI/LU+N Mitteilung
MI+D/DJEI/LU+N Mitteilung
MID/DJEI/LU+N Mitteilung
BDJNK/BDO/LI/DJI/GDEÜ Politiker
BDO/LI/DJI/GDEÜ Politiker
LÄ+NSD längst
BDJNK/BUKʃ Buch
BUKʃ Buch
HE/RAUS heraus
AL all
AL/L all
REKʃ/NEN rechnen
REKʃ/Nn rechnen
EÜ/WAÜ/DJEN erwarten
EÜ/WAÜ/DJN erwarten
GE/SDI/GEN gestiegen
GE/SDIKn gestiegen
GE/SD~I/GEN gestiegen
SDÄÜ/GDEÜ stärker
BDO/LI/DJI/SJE politische
JE/MAND jemand
~O/NE/HAIN ohnehin
BDJNK/GE/SJÄFs/F~Ü/REÜ Geschäftsführer
GE/SJÄFs/F~Ü/REÜ Geschäftsführer
BE/FIN/DEN befinden
BFIN/DEN befinden
BFIN/DN befinden
BDJNK/BE/SHM~IK Bezirk
BE/SHM~IK Bezirk
GE/BFILD gespielt
MEI/NEN meinen
MEINn meinen
BDJNK/FAND/W~O/DJU+N Verantwortung
BDJNK/FEÜ/AND/W~O/DJU+N Verantwortung
BDJNK/FWEÜ/A+ND/W~O/DJU+N Verantwortung
FAND/W~O/DJU+N Verantwortung
FEÜ/AND/W~O/DJU+N Verantwortung
FWEÜ/A+ND/W~O/DJU+N Verantwortung
REKʃs rechts
BDJNK/DJI/RE Tiere
BDJNK/DJ~I/RE Tiere
DJI/RE Tiere
DJ~I/RE Tiere
BDJNK/FAÜ/SHMEUK Fahrzeug
FAÜ/SHMEUK Fahrzeug
S~OKD sorgt
HEÜ her
BDLÄO+S/LIKʃ plötzlich
EÜS/DJEÜ erster
D~ÜF/DJEN dürften
D~ÜF/DJN dürften
BDJNK/FEÜ/LEÜ Fehler
FEÜ/LEÜ Fehler
BE/HAN/DELD behandelt
BHAN/DELD behandelt
SJÜ+D/SHMEN schützen
SJÜD/+Sn schützen
SJÜD/SHMEN schützen
SDIK stieg
LEI/DEÜ leider
BDJNK/IN/DJE/RES/SE Interesse
BDJNK/IN/DJRES/SE Interesse
BDJNK/IN/DJRES/Ss Interesse
IN/DJE/RES/SE Interesse
IN/DJRES/SE Interesse
IN/DJRES/Ss Interesse
BDJNK/DJ~Ü/GDEI Türkei
DJ~Ü/GDEI Türkei
BDJNK/FEÜ/GA+Nn/HEID Vergangenheit
BDJNK/FEÜ/GAN/GEN/HEID Vergangenheit
BDJNK/FWEÜ/GAN/GEN/HEI+D Vergangenheit
FEÜ/GA+Nn/HEID Vergangenheit
FEÜ/GAN/GEN/HEID Vergangenheit
FWEÜ/GAN/GEN/HEI+D Vergangenheit
GE/BDLAN/DJEN geplanten
GE/BDLAN/DJN geplanten
GE/SAM/DJEN gesamten
GE/SAM/DJN gesamten
E/HE/MA/LI/GEN ehemaligen
E/HE/MA/LIKn ehemaligen
MEISD meist
AK/DJI/EN Aktien
BDJNK/AK/DJI/EN Aktien
GE/BFEÜ+D gesperrt
