DEÜ der
LEIS/DJU+N Leistung
GF~O/DEÜD gefordert
BDJNN/HEÜ+ Herr
LOS los
GFALn gefallen
GDAÜ/RI/E/RE Karriere
SDAÜ/GDE starke
BEÜ/NEÜMn übernehmen
SNEL/LEÜ schneller
FR~Ü früh
GDON/SHMEÜN Konzern
JOP Job
SHMAÜLn zahlen
MÜSs/DJE müsste
FW~O/HEÜ vorher
HAILFD hilft
EÜ/FAÜ/RU+N Erfahrung
INn/SDAD Innenstadt
AUFs aufs
FO/DJO Foto
BDN/BFREKʃn/DE entsprechende
BDIN/GU+Nn Bedingungen
DE/DJAILS Details
GDAUFn kaufen
BAÜN Bahn
RKn/Nn erkennen
OF/FI/SHMI/EL offiziell
SHMEIKʃn Zeichen
DE/BA+D/DJE Debatte
SALS/B~UK Salzburg
GE/BFRÄ/SHJE Gespräche
F~O/DEÜN fordern
FO/GDUS Fokus
BDAÜ/DJEIn Parteien
GRA/DJN geraten
A+P/BDLE Apple
GDAN/DI/DA/DJN Kandidaten
RE/GI/ONn Regionen
LE+PD lebt
BEI/DJRAÜK Beitrag
DA+N dank
EÜ/HÄOD erhöht
GDNNn kennen
IMPF/SDOF Impfstoff
DR~O+D droht
HÄOn hören
RE/A/G~I+D reagiert
FREU/DE Freude
AP/SLUS Abschluss
U/NI/FWEÜ/SI/DJÄ+D Universität
FAN/SDAL/DJU+N Veranstaltung
JEO Joe
SHMU/FRI/DN zufrieden
FW~O/NE vorne
INS/DJA/GRAM Instagram
UM/SA+S Umsatz
FEÜLn fehlen
HOFn hoffen
BDRES/Ss/GDON/FE/RE+NS Pressekonferenz
FEÜ/SDE/HN verstehen
GDÜNSD/LEÜ Künstler
DJRUMPS Trumps
HEÜ/FW~O hervor
JÜ+NS/DJN jüngsten
MÜNʃ/NEÜ Münchner
SDAN/DN standen
DJU+D tut
JE/NE jene
SAKʃn Sachen
BDO/SI/DJI/FWE positive
GDNND kennt
BDAÜ/LA/ME+ND Parlament
EÜ/FAÜn erfahren
MA/GDJI/MAL maximal
AL/DJAÜK Alltag
FÄN/DEÜD verändert
BHAND/LU+N Behandlung
ÄOF/FE+ND/LIKʃ öffentlich
FAND/W~OD/LIKʃ verantwortlich
BF~IL/DJE spielte
LA+N/SAM langsam
RES/DJAU/RANs Restaurants
AU/DJO/FAÜ/REÜ Autofahrer
FRÜ/HEn früheren
IN/FEK/DJON Infektion
BDO/SI/DJON Position
EÜ/HÄLD erhält
REKʃ/NE+D rechnet
WIKʃ/DJKn wichtigen
F~O/SDELn vorstellen
LEÜ/REÜ Lehrer
LEÜKD legt
LON/DON London
WEKʃ/SEL Wechsel
RIKʃ/DJEÜ Richter
HOFD hofft
ÄÜN/LIKʃ ähnlich
FRÜ/HE/RE frühere
GDAN/DJON Kanton
BWE/GU+N Bewegung
MAÜK mag
DJÜ/RI+Nn Thüringen
WIKʃ/DJIKS/DJN wichtigsten
GE/BFROKʃn gesprochen
BDN/WI/GDELN entwickeln
Ss/HE sehe
W~O/NU+Nn Wohnungen
W~IKD wirkt
FOLKD folgt
BN/DED beendet
GD~US Kurs
HE/RAUS/F~O/DRU+N Herausforderung
AN/SL~I/SND anschließend
NA/DJ~U+ Natur
FWEÜ/BIN/DU+N Verbindung
HILD hielt
BEÜ/AL überall
W~ID/SJAFD/LIKʃn wirtschaftlichen
AP/GE/SLOSn abgeschlossen
FEI/EÜN feiern
DJA/GES Tages
SEL/DJN selten
MEIN/DJE meinte
NUM/MEÜ Nummer
WAÜ+ND warnt
NÜM/+KS/U CSU
GWAN gewann
EÜ/LE+PD erlebt
BE/SHMEIKʃ/NE+D bezeichnet
DRI+D/DJE dritte
MÄOK/LI/SJEÜ/WEISs möglicherweise
DA/FWID David
GE/DAKʃD gedacht
RIKʃ/DJI/GE richtige
REIKʃD reicht
GNAU/SO genauso
GHAL/DJN gehalten
HAM/B~U+/GEÜ Hamburger
FWAL/DJU+N Verwaltung
DNKn denken
LESn lesen
FW~O/DJAÜK Vortag
BDN/SJEI/DU+Nn Entscheidungen
IN/DEM indem
SDÄD/DJN Städten
BUN/DES/DJAÜK Bundestag
NAKʃ/RIKʃ/DJN Nachrichten
FESD/GE/SDELD festgestellt
FLIn verlieren
EÜ/GDLÄn erklären
~U+/LAUP Urlaub
SDIM/MU+N Stimmung
AN/GE/BO/DJN angeboten
FMEI/DN vermeiden
GMEIN/SA/ME gemeinsame
BA/SIS Basis
DJRI+D tritt
BDN/DEKD entdeckt
SHMU/GA+N Zugang
BRI/DJI/SJE britische
MAÜ/GDE Marke
GEÜN gern
NAKʃ/RIKʃD Nachricht
SHMND/RUM Zentrum
RE/LA/DJF relativ
EIN/RIKʃ/DJU+Nn Einrichtungen
BFRE/SHJE/RIN Sprecherin
BE/SON/DRE besondere
GRUND/SÄ+S/LIKʃ grundsätzlich
FREU+D freut
MI+D/AÜ/BEI/DJEÜN Mitarbeitern
GU/DJES gutes
DJRAF traf
AL/LEI/NE alleine
DA/RAUF/HAIN daraufhin
SDAF/FEL Staffel
FO/DJOS Fotos
NEND nennt
GMEIN/DRAD Gemeinderat
SDAND/~O+D Standort
LEÜNn lernen
FESD/GNOMn festgenommen
GE/SHM~OKn gezogen
EINS eins
FEÜ/BO/DJN verboten
GRÄO/SE/RE größere
SDE/HE stehe
BDRI/FA/DJN privaten
DJO/DES/FÄL/LE Todesfälle
FEÜ/HAND/LU+Nn Verhandlungen
HEÜ/SDEL/LEÜ Hersteller
FIN/DE finde
BDRO/JEK/DJE Projekte
D~IS/MAL diesmal
GDLA/RE klare
BE/GAN begann
DJEÜ/MIN Termin
DJEILS teils
MEI/NEM meinem
S~OK/DJE sorgte
FL~UK/HAFn Flughafen
BDJEI/LIKD beteiligt
GD~Ü+S/LIKʃ kürzlich
EÜ/MÄOK/LIKʃn ermöglichen
HEI/MA+D Heimat
FWEÜ/DJRE/DJEÜ Vertreter
GDÄO/BDEÜ Körper
BDJNN/FASs Phase
DJO/RE Tore
DIS/GDUS/SI/ON Diskussion
RAS/SIS/MUS Rassismus
MAN/SHJE manche
MEÜ/FAKʃ mehrfach
GNAND genannt
BDO/SI/DJFn positiven
FÄÜ+D fährt
GDUL/DJ~U+ Kultur
F~O/BREI/DJED vorbereitet
SHMEI+D/RAUM Zeitraum
DN/GDE denke
BDN/GKn entgegen
MEL/DN melden
EÜ/FAÜ/RU+Nn Erfahrungen
Ss/GDUN/DN Sekunden
DA/FW~O davor
BFAÜ+S Spaß
BDRÄSn/DJ~ID präsentiert
UMS ums
DJÄ/DJIK tätig
SHMÜ/RIKʃ Zürich
BDJNN/WALD Wald
HAN/DELN handeln
AN/BFRUKʃ Anspruch
SJAUn schauen
LO/GDE/RU+Nn Lockerungen
NAKʃ/MI+D/DJAÜK Nachmittag
AUF/DJRAÜK Auftrag
SO/SHMA/LE soziale
DI/GI/DJALn digitalen
DJIʃ Tisch
FAN/DN fanden
BDN/BFREKʃn/DN entsprechenden
~O/GA/NI/SA/DJON Organisation
GDÄN/Kn Gedanken
LAN/DES/RE/G~I/RU+N Landesregierung
WE/GE Wege
GE/SUND/HEIs/AMD Gesundheitsamt
F~O/GSs/HN vorgesehen
BE/SHMI/HU+NS/WEISs beziehungsweise
I/RAN Iran
LEÜK/DJE legte
REKʃ/DJN rechten
FO/RAUS/SIKʃD/LIKʃ voraussichtlich
UM/SE+D/SHMU+N Umsetzung
DJEILD teilt
SOL/DA/DJN Soldaten
FALʃ falsch
GAÜ/BEI/DJED gearbeitet
DI/GI/DJA/LE digitale
MI+D/GL~ID Mitglied
WA/SHAI+N/DJON Washington
BDEÜ/SÄON/LIKʃ persönlich
WUNʃ Wunsch
SEL/BEÜ selber
HEU/EÜ heuer
FWEÜ/GDAUF Verkauf
BEÜ/RA/SJND überraschend
BREIKʃn Bereichen
BES/Ss/RE bessere
WOLF/GA+N Wolfgang
IN/FEK/DJONS/SHMAÜLn Infektionszahlen
UM/FRA/GE Umfrage
BDN/BFRE/SJND entsprechend
GE/SDAÜ/DJE+D gestartet
HE/RAUS/F~O/DRU+Nn Herausforderungen
LAUFn/DN laufenden
I/DEn Ideen
GLAU+PD glaubt
UN/DJN unten
MANʃ/MAL manchmal
UN/DJEÜ/NEÜ/MNS Unternehmens
SIN Sinn
WO/BEI wobei
DA/RAUS daraus
GLAUPn glauben
DMO/GDRA/DJI Demokratie
NÜM/GMP/H GmbH
UN/DJEÜ/RIKʃD Unterricht
DJES/DJN testen
MA/SHJE mache
EIN/DRUK Eindruck
WE+D/DJEÜ Wetter
EÜNSD ernst
FLÄN/GEÜD verlängert
EÜ/LEPn erleben
EIN/FLUSs Einfluss
GDA+NS/LE/RIN Kanzlerin
BRI/DJʃn britischen
DJRE/DJN treten
AU/SEÜ außer
GDJAN getan
FEÜ/GESn vergessen
AU/SEÜ/HALP außerhalb
SHME/NE Szene
DJ~Ü Tür
IM/MEÜ/HAIN immerhin
GDOM/ME komme
SHM~UK Zug
NÜM/DJF TV
EI/NI/GES einiges
SDÄD/DJE Städte
JNS Jens
FWEÜ/L~O verlor
DAU/EÜN dauern
RIKʃ/DJKn richtigen
SHMAÜL/REIKʃn zahlreichen
SJAU/BF~I/LEÜ Schauspieler
NI/FWO Niveau
BDLA+ND plant
GDWA/LI/DJÄ+D Qualität
SJI/NE/SIʃn chinesischen
EIN/GHAL/DJN eingehalten
SHMI/DJÄI City
FEÜ/SDÄÜKD verstärkt
SL~I/SU+N Schließung
BUN/DES/RA+D Bundesrat
MOMn/DJAN momentan
INn innen
UM/FELD Umfeld
RÄOF/NED eröffnet
AUS/REI/SJND ausreichend
E+N eng
GDUNSD Kunst
BDJRIFD betrifft
BE/GDAM bekam
RE/A/GIn reagieren
FWOL/LEÜ voller
BRIKʃ/DJN berichten
FI/NAN/SHMI/EL/LE finanzielle
FEÜ/BUN/DN verbunden
SHMU/GLEIKʃ zugleich
SHMÄÜLn zählen
W~O/DJN Worten
UM/GE/SE+SD umgesetzt
FWEÜ/SI/ON Version
DMO/GDRA/DJEN Demokraten
SO/DASs sodass
EÜ/HILD erhielt
DMON/SDRAN/DJN Demonstranten
RA+D/HAUS Rathaus
A/MA/SHMON Amazon
LÄO/SU+Nn Lösungen
GE/SRIPn geschrieben
SDEKD steckt
IN/DJEÜ/NA/DJO/NA/LE internationale
F~US Fuß
AUS/BIL/DU+N Ausbildung
GAS/DJRO/NO/M~I Gastronomie
SREIPn schreiben
LEÜKn legen
W~O/DJE Worte
SWEI/FEL Zweifel
DA/HAIN dahin
GE/BDJN gebeten
WEISD weist
AN/LE/GEÜ Anleger
GLÄN/DE Gelände
FWEÜ/SDÄND/NIS Verständnis
GDRÄ+N/HEI+D Krankheit
BLIPn blieben
MAKʃ/DJN machten
WEL/SHJEÜ welcher
IN/FES/DJI/DJONn Investitionen
GDOS/DJE+D kostet
AÜ+SD Arzt
BDRO/FI/DJIn profitieren
F~O/SLAÜK Vorschlag
MAS/SF massiv
NÜM/S+P/ÄO SPÖ
GU/DJEÜ guter
LAIF live
J~ÜKn Jürgen
N~I/DEÜ/LA/GE Niederlage
DIS/GDU/DJ~I+D diskutiert
BDJRÄÜKD beträgt
JE/WEI/LIKn jeweiligen
EINSD einst
RE/AK/DJON Reaktion
SLÄÜKD schlägt
EIN/GE/SDELD eingestellt
GDÄOL/NEÜ Kölner
GLA+N gelang
N/GA/GMND Engagement
FWEÜ/D~I+ND verdient
EIN/SHMEL/NE einzelne
AUS/BRUKʃ Ausbruch
RAUS raus
E/GAL egal
AUF/MEÜK/SAM aufmerksam
EIN/SJÄ+D/SHMU+N Einschätzung
SDA/DON Stadion
RED/DJN retten
GDLEI/NEÜ kleiner
HOF/FE hoffe
E/NEÜ/G~I Energie
BE/SON/Dn besonderen
F~U/DJEILD verurteilt
L~IF lief
SJMP/DJO/ME Symptome
F~O/GE/SDELD vorgestellt
AUS/SDEL/LU+N Ausstellung
IN/DES indes
BEÜ/NOMn übernommen
AN/SLUS Anschluss
FWEÜ/S~O/GU+N Versorgung
HÄ+ND hängt
GE/B~U+s/DJAÜK Geburtstag
BDA+/SIn passieren
AN/GE/BO/DJE Angebote
NU+D/SHMU+N Nutzung
GNE/RA/DJON Generation
LE+SD/LIKʃ letztlich
BHJE/A/DJEÜ Theater
GDLI/NIK Klinik
WEÜ/DEÜ Werder
BDN/SDAN/DN entstanden
OF/FI/SHMI/ELn offiziellen
GOLD Gold
EIN/SA+S/GDRÄF/DJE Einsatzkräfte
SDRA/DJE/G~I Strategie
BAN/Kn Banken
WEÜ/NEÜ Werner
WEÜ+K Werk
GE/SJAFD geschafft
DJREF/FEÜ Treffer
EÜ/FOLKD erfolgt
LE/BNS Lebens
GFAÜn gefahren
BDN/SDAND entstand
HO/DJEL Hotel
HEÜ+ʃD herrscht
GHAN/DELD gehandelt
RE/DN reden
GRÄO/SEn größeren
WEID/GHND weitgehend
RÜK/GA+N Rückgang
ANS ans
LIN/Kn linken
BRAN/DN/B~UK Brandenburg
FRÄ+N/F~U+/DJEÜ Frankfurter
GDMLUP Club
EÜ/MI+D/LEÜ Ermittler
AUF/GE/SDELD aufgestellt
MEL/DE/DJE meldete
FI/DOS Videos
AUS/SL~I+S/LIKʃ ausschließlich
MI+D/EIN/AN/DEÜ miteinander
GE/SUND/HEIs/MNIS/DJEÜ Gesundheitsminister
HOLn holen
SHMU/EÜSD zuerst
DES/WEÜKn deswegen
GDLUP Klub
SHJAM/BDI/ONS Champions
FNS/DJEÜ Fenster
OFn/SIKʃD/LIKʃ offensichtlich
~U+/BFRÜ+N/LIKʃ ursprünglich
BFÄ+D spät
GE/S~OKD gesorgt
RAʃ rasch
NI/DEÜ/SAKʃ/SN Niedersachsen
AÜ/BEI+D/GE/BEÜ Arbeitgeber
GRÄO/SEÜ größer
BDKF Pkw
RE/GLU+N Regelung
BDLA+D/F~OM Plattform
FEÜ/DJEILD verteilt
GDOMn/DE kommende
NE/GA/DJF negativ
GD~U+S/SHM~IL Kursziel
IN/SEL Insel
GRUND/LA/GE Grundlage
BE/RA/DJEN beraten
FREI/HEI+D Freiheit
GFÄÜ/LIKʃ gefährlich
NAN/DJE nannte
F~O/FAL Vorfall
GE/BAU+D gebaut
BHÄO/DE Behörde
FAN/SDAL/DJEÜ Veranstalter
JAU/NA/LIS/DJN Journalisten
RE/GIS/DJR~I+D registriert
DIKʃ dich
SHJRIS/DJO+F Christoph
BOD/SJAFD Botschaft
BE/SDE/HN bestehen
Ss/NAD Senat
MEL/DE+D meldet
EU/RO/BDA+ Europas
F~ÜS fürs
BUN/DES/GDA+NS/LE/RIN Bundeskanzlerin
HÄN/DE Hände
MÄOKʃ/DJN möchten
W~I/GDU+N Wirkung
BDJNN/DJREND Trend
J~ON/SON Johnson
BDJNN/SDAÜ Star
MO+D/DJO Motto
GE/SJIKD geschickt
MIK/RO/SOFD Microsoft
EIN/HAL/DJU+N Einhaltung
BEÜ/NIMD übernimmt
EÜ/SJEI+ND erscheint
EU/RO/BDÄI/SJE europäische
EIN/RIKʃ/DJU+N Einrichtung
B~OD Bord
SHMU/NEÜ/MND zunehmend
FWN/DED verwendet
WO/MÄOK/LIKʃ womöglich
RA+D Rat
FWEÜ/BES/SEÜN verbessern
BE/SDIM/DJN bestimmten
MNIS/DJEÜ/BDRÄ/SI/DN/DJN Ministerpräsidenten
MAÜ+S/NAÜ/ME Maßnahme
EÜ/MÄOK/LIKʃD ermöglicht
AN/SIKʃD Ansicht
GDJÄO/DJED getötet
GE/BLIPn geblieben
AN/LASs Anlass
BDJNN/F~O/MEL Formel
WISn/SJAFD/LEÜ Wissenschaftler
AP/SDIM/MU+N Abstimmung
IN/FES/DJOn Investoren
AUS/GE/SE+SD ausgesetzt
WELKʃn welchen
GDONSs/GDWN+Sn Konsequenzen
MIL/LI/ON Million
AUS/GE/BFROKʃn ausgesprochen
RUS/SIʃn russischen
FREI/DJAÜK/A/BND Freitagabend
FLO/RI/AN Florian
HOM/OF/FIS Homeoffice
DI/GI/DJA/LI/S~I/RU+N Digitalisierung
BE/SDIMD bestimmt
HÄO/HE/RE höhere
GWIN Gewinn
HÄOKS/DJN höchsten
BE/SDIM/DJE bestimmte
EÜS/DJES erstes
F~I/DJN vierten
DJEM/BDE/RA/DJUn Temperaturen
RESD Rest
BR~IF Brief
AUS/GE/SLOSn ausgeschlossen
GFEI/EÜD gefeiert
SJOF Show
HAIN/DJN hinten
SHMEIK/DJN zeigten
FEÜ/DJRE/DJN vertreten
HO/DJELS Hotels
SDIF/DJU+N Stiftung
DJU/RIS/DJN Touristen
AUS/BAU Ausbau
DJEKʃ/NIK Technik
SDEL/DJN stellten
BE/SHM~UK Bezug
FJA via
MO/DEL/L Modell
GE/SJAFn geschaffen
DJ~IF tief
SDAÜP starb
DJLE/FON Telefon
BDLÄ+D/SHME Plätze
FW~O/DJEIL Vorteil
NÜM/S+K SC
BDJNN/BÄOSs Börse
BRAU/SHJE brauche
UN/DJEÜ/SU/SHJU+N Untersuchung
HEÜ/BHJA Hertha
HESn Hessen
BDN/BFRIKʃD entspricht
W~ID/SJAFD/LI/SJE wirtschaftliche
NA/HE/SHMU nahezu
RE/DU/SHM~I+D reduziert
~U+/SA/SHJE Ursache
SJOLS Scholz
SDAD/DJRA+D Stadtrat
SWEI/MAL zweimal
MU/SI/GDEÜ Musiker
INn/MNIS/DJEÜ Innenminister
BI+D/DJE bitte
AUF/NEÜMn aufnehmen
FEÜ/DJIK fertig
~I/GND/WAN irgendwann
BE/SHMAÜLn bezahlen
UN/DJEÜ/SJID/LIKʃn unterschiedlichen
BFLIKʃD Pflicht
HEÜ+S Herz
N~O/MALn normalen
FR~O froh
SWI/RIKn schwierigen
GR~O+S/DJEIL Großteil
GDI/DJAS Kitas
SO/LI/DA/RI/DJÄ+D Solidarität
BDJNN/DJONn Tonnen
F~ÜLn fühlen
LAND/DJAÜK Landtag
OS/DJN Osten
BE/SHM~I/HU+N Beziehung
D~U+F/DJE durfte
L~I/FEÜN liefern
NAÜMn nahmen
GLU+Nn gelungen
BNÄO/DJIKD benötigt
HAN/NO/FWEÜ Hannover
BÜ/RO Büro
NÜM/FWF/L VfL
REIN rein
BAUM Baum
GDOS/DJN/LOS kostenlos
BUN/DES/WEI+D bundesweit
FELD Feld
WEL/SHJES welches
LEIS/DJU+Nn Leistungen
NAKʃ/RIKʃ/DJNAÜKn/DJ~U Nachrichtenagentur
SIN/FOL sinnvoll
EÜ/HÄO/HN erhöhen
BIL/DU+N Bildung
BWEÜKn bewegen
BDA/BD~I Papier
D~I dir
GDLAUS Klaus
MNIS/DJEÜ Minister
MUSs/UM Museum
L~I+Sn ließen
GDRI/DJI/S~I/DJE kritisierte
GALD galt
NAKʃ/FOL/GEÜ Nachfolger
GE/SUKʃD gesucht
WAÜN/DJE warnte
BDEÜ/SÄON/LIKʃn persönlichen
SHMU/SDÄN/DIK zuständig
AKʃ/DJN achten
GD~U+S/FRIS/DJIK kurzfristig
BDRI/FWA/DJE private
F~O/BREI/DJU+N Vorbereitung
MA+D/BHJI/AS Matthias
EÜ/FOLKn erfolgen
FLUSD Verlust
GDO/A/LI/DJON Koalition
UN/DJEÜ/SUKʃD untersucht
BDRÜFn prüfen
NA/ME Name
FAÜ/BAÜN Fahrbahn
FLÜKʃD/LIN/GE Flüchtlinge
GDRAN/Kn/HÄU/SEÜ Krankenhäuser
AN/GEP/LIKʃ angeblich
EÜ/GDLÄ/RU+N Erklärung
GLEÜKD gelegt
WAKs/DJUM Wachstum
F~ÜLD fühlt
BFWP BVB
GAPn gaben
BEÜ/DJRAÜKn übertragen
SE/E See
JAÜ/SHMEÜN/DJN Jahrzehnten
BOP/AKʃ/DJED beobachtet
DAÜ dar
BE/GDAN/DJN bekannten
BFRA/SHJE Sprache
BEÜ/RAʃD überrascht
FI/NAN/SHMI/ELn finanziellen
NAKʃ/BAÜN Nachbarn
BDRA/GDJIS Praxis
FEÜ/GDAUFn verkaufen
FREUN/DIN Freundin
GDOM/MIS/SI/ON Kommission
FWEÜ/F~ÜK/BAÜ verfügbar
FWEÜ/HAIN/DEÜ+D verhindert
MEIS/DJEÜ Meister
LE/EÜ leer
GKn/SA+S Gegensatz
FW~O/FELD Vorfeld
MI+D/WOKʃ/A/BEND Mittwochabend
MON/DJAÜK/A/BEND Montagabend
FOL/SDÄN/DIK vollständig
FRAN/SHMÄO/SIʃn französischen
AUKS/B~UK Augsburg
HUND Hund
DJ~U Tour
AU/GE Auge
GDLUPS Klubs
DJROL Tirol
OF/FENn offenen
BDRO/DJES/DJE Proteste
GDEL/LEÜ Keller
SA+S Satz
W~IFD wirft
GD~U+/SHME kurze
BDO/LI/DJIʃ politisch
ÄOS/DJEÜ/REI/SJIʃn österreichischen
NÜM/FWF VW
BRU/DEÜ Bruder
BINn binnen
DAU/EÜ+D dauert
GDMOKʃ Coach
FW~I/LES vieles
GKn/DJEIL Gegenteil
FWEÜ/BFLIKʃ/DJE+D verpflichtet
BHJÜ/RIN/GEÜ Thüringer
FW~I/LEÜ vieler
GDWAD/RA+D/ME/DJEÜ Quadratmeter
EIN/DJRAKʃD Eintracht
NENn nennen
A/MRI/GDA/NIʃn amerikanischen
GDON/DJROL/L~I+D kontrolliert
IN/F~O/MIn informieren
F~O/DRU+N Forderung
SJAFD schafft
UN/DJEÜ/SJ~ID/LI/SHJE unterschiedliche
BUN/DES/LÄN/DEÜN Bundesländern
AN/W~O/NEÜ Anwohner
OP/BDO/SI/DJON Opposition
JÄÜ/LIKʃ jährlich
L~I/GE liege
IN/GDLU/SI/FWE inklusive
WÄÜLn wählen
IS/RA/EL Israel
BE/LAS/SEN belassen
FWEÜ/L~I+D verliert
GÄN/DEÜD geändert
GDA/MRA Kamera
DJU/RIS/MUS Tourismus
FÄN/DRU+Nn Veränderungen
GWIND gewinnt
AN/HÄN/GEÜ Anhänger
BRÜS/SEL Brüssel
BDJNN/GDJÄI Sky
WES/DJN Westen
MAÜ/GDMO Marco
HÄND/LEÜ Händler
BAUn bauen
ÄL/DJRE ältere
NÄ/HEÜ näher
DJEM/BDO Tempo
AP/SO/LU+D absolut
GASD Gast
SDÄN/DIK ständig
BA/SEL Basel
FREI/EN freien
GE/BID Gebiet
SN/DEÜ Sender
SDAMD stammt
REIKʃn reichen
BOP/AKʃ/DJN beobachten
MID/DJN mitten
BDEÜ/SÄON/LI/SHJE persönliche
AN/BI/DJN anbieten
SDEIKn/DN steigenden
BDAUL Paul
HÄOKs/DJE höchste
RIN/NEÜN erinnern
GE/BOn geboren
FLÄN/GRU+N Verlängerung
AUS/FALn ausfallen
WOLFs/B~UK Wolfsburg
AN/B~I/DJEÜ Anbieter
GREKʃ/NED gerechnet
N~ÜN/BEÜK Nürnberg
BÄI/EÜ Bayer
IN/DUS/DJR~I Industrie
EIN/GRIKʃ/DJED eingerichtet
D~INS/DJAÜK/A/BEND Dienstagabend
GDON/GD~U+/RE+NS Konkurrenz
INF/RA/SDRUK/DJ~U+ Infrastruktur
SHM~U+/SHMEI+D zurzeit
FWEÜ/SHMEIKʃ/NE+D verzeichnet
BF~I/LEÜN Spielern
BAM/DJE Beamte
FÄO/DRU+N Förderung
SHMU/HAUSs zuhause
GD~U+Sn kurzen
GDAÜ/DJE Karte
BAÜN/HOF Bahnhof
D~Ü/FE dürfe
HAUS/HALD Haushalt
FEÜ/HÄLD/NIS Verhältnis
GDLI/NIKn Kliniken
LE/FEÜ/GDUSn Leverkusen
BDJNN/FLIK Flick
AUS/Ss/HN aussehen
WED/BWEÜP Wettbewerb
BDJNN/GDAÜL Karl
FEÜ/F~ÜKD verfügt
WÄÜ/LEÜ Wähler
SI/SHJEÜN sichern
LA/GEÜ Lager
LAU/DJE+D lautet
I/I II
DEÜ/WEIL derweil
BE/SUKʃn besuchen
MÄN/NEÜN Männern
WES/HALP weshalb
BLA/RUS Belarus
DAKʃ Dach
BDLA/NU+N Planung
W~IS wies
BE/SUKʃD besucht
BDJNN/HANS Hans
SDU/DN Studien
UM/GE/BU+N Umgebung
BDJNN/JAN Jan
GLÜK/LIKʃ glücklich
FLÄ/SHJE Fläche
DJRA+D trat
R~IF rief
GDJRAÜKn getragen
MNIS/DJRI/UM Ministerium
SI/SHJEÜ/LIKʃ sicherlich
MA/NA/GEÜ Manager
BE/SHMI/HU+Nn Beziehungen
HÄU/SEÜ Häuser
DJ~I Tier
BIL/DN bilden
SDOLS stolz
BFÄ/DJN späten
ÄN/DRU+Nn Änderungen
M~OKn morgen
RE/DU/SHMIn reduzieren
AÜ/BEIs/BDLÄ+D/SHME Arbeitsplätze
LEI/DN leiden
HÄO/HEn höheren
GE/RÄ/DJE Geräte
BE/SLUS Beschluss
BDJREI/BEÜ Betreiber
BI/LA+NS Bilanz
GDOM/MU/NI/GDA/DJON Kommunikation
SN/DU+N Sendung
GLEÜKn/HEID Gelegenheit
AL/BUM Album
EÜ/GPn ergeben
BDR~OD bedroht
UM/WELD Umwelt
RE/GLU+Nn Regelungen
BDRO/FIS Profis
SÜ/DN Süden
WAÜ/DJE+D wartet
BE/SJÄ/DIKD beschädigt
BE/SHMAÜLD bezahlt
~O/GA/NI/S~I+D organisiert
BEÜN Bern
SHMU/SJAU/EÜN Zuschauern
ÄOF/NU+N Öffnung
SHMU/GLASn zugelassen
N~O/MA/LI/DJÄ+D Normalität
SL~I+SD schließt
SA/N~I/RU+N Sanierung
FWO/RAN voran
EÜ/WAÜ/DJU+Nn Erwartungen
RES/DJAU/RA+ND Restaurant
SDE/BHAN Stephan
IN/FWES/DJ~I+D investiert
SDIMD stimmt
AU/DJO/BAÜN Autobahn
FRAÜKn fragen
GRIKʃn/LAND Griechenland
DRAU+Sn draußen
HAIN/WEIS Hinweis
GREIFn greifen
DJEIL/NAÜ/ME Teilnahme
GLASn gelassen
BE/GDAN/DJE bekannte
BDRAK/DJIʃ praktisch
DON/NEÜS/DJAÜK/A/BEND Donnerstagabend
O/BEÜ/B~Ü/GEÜ/MEIS/DJEÜ Oberbürgermeister
FI/NAN/SHMI/EL finanziell
SD~Ü/MEÜ Stürmer
AN/GNOMn angenommen
HAIM/MEL Himmel
MAD/RID Madrid
EÜ/HO/LU+N Erholung
FOLK/DJE folgte
W~IKn wirken
FI/SJEÜ Fischer
AN/GWISn angewiesen
BUN/DES/LÄN/DEÜ Bundesländer
AUF/NAÜ/ME Aufnahme
WUSs/DJE wusste
EIN/F~Ü/RU+N Einführung
DE+ND denkt
SDRPn sterben
SL~UK schlug
MOS/GDAU Moskau
AUS/NAÜ/ME Ausnahme
SJÄ/DN Schäden
SDROM Strom
EIN/SDU/FU+N Einstufung
SWE/DN Schweden
FWEÜ/SUKʃ/DJE versuchte
DIKʃD dicht
MID/GDJEILD mitgeteilt
AUS/DJAUʃ Austausch
BDN/SDEÜD entsteht
EÜ/FASD erfasst
EÜ/SJEINn erscheinen
SOFD/WÄ Software
EI/NI/GEÜ einiger
UN/AP/HÄN/GIK unabhängig
BDN/LA+N entlang
F~O/DRU+Nn Forderungen
BDU/DJIN Putin
BAÜSs/LO/NA Barcelona
BDJNN/OPn Open
DU/EL Duell
EIN/DÄM/MU+N Eindämmung
BE/SHMEIKʃ/NE/DJE bezeichnete
JO/HAN/NES Johannes
~OD/NU+N Ordnung
BDRO/DU/SHM~I+D produziert
LEIKʃ/DJEÜ leichter
SHMU/SDIM/MU+N Zustimmung
ÄU+/SEÜ/DJE äußerte
NÜM/BMF BMW
EÜ/SHMILD erzielt
FEÜ/FOLKD verfolgt
EI/GNES eigenes
SWE/REÜ schwerer
GDA/DEÜ Kader
FWEÜ/BREI/DJU+N Verbreitung
BUS Bus
HAU/SES Hauses
SNEL/LE schnelle
UN/DJEÜ/NEÜ/MEÜ Unternehmer
SMID/DJ Schmidt
SOL/SHJEÜ solcher
